ID,Warehouse Block,Shipment Mode,Customer Care Calls,Customer Rating,Product Cost,Previous Orders,Product Priority,Gender,Discount Offered,Shipment Weight (g),Delivery Status,
8018,F,Ship,4,5,237,5,low,male,2.0%,1357,On Time,
8019,A,Ship,4,1,226,5,medium,male,6.0%,1510,On Time,
8020,B,Ship,7,5,289,4,low,male,3.0%,1656,On Time,
8021,C,Ship,7,4,281,4,low,male,9.0%,1970,Delayed,
8022,F,Ship,5,1,258,5,low,female,4.0%,1032,Delayed,
8023,D,Ship,6,2,263,4,low,female,8.0%,1635,Delayed,
8024,F,Ship,5,3,245,5,low,female,2.0%,1937,Delayed,
8025,A,Ship,7,3,296,4,medium,male,8.0%,1826,On Time,
8026,B,Ship,7,3,286,4,low,female,5.0%,1866,On Time,
8027,C,Ship,6,3,252,2,low,male,1.0%,1756,Delayed,
8028,F,Ship,6,5,301,4,low,female,7.0%,1393,On Time,
8029,D,Ship,7,1,290,4,low,male,4.0%,1488,Delayed,
8030,F,Ship,7,1,247,4,medium,male,6.0%,1297,On Time,
8031,A,Ship,5,5,238,6,low,female,3.0%,1965,On Time,
8032,B,Ship,5,2,263,5,medium,female,10.0%,1059,Delayed,
8033,C,Ship,5,2,263,4,low,male,3.0%,1740,On Time,
8034,F,Ship,5,2,248,5,low,female,3.0%,1046,On Time,
8035,D,Ship,7,2,289,5,low,male,1.0%,1178,Delayed,
8036,F,Ship,4,4,256,5,high,male,1.0%,1927,On Time,
8037,A,Ship,6,2,287,4,low,female,7.0%,1837,On Time,
8038,B,Ship,4,2,250,5,medium,male,10.0%,1026,On Time,
8039,C,Ship,7,3,301,4,medium,male,1.0%,1966,On Time,
8040,F,Ship,4,1,245,5,low,female,3.0%,1537,Delayed,
8041,D,Ship,4,5,226,5,medium,male,8.0%,1133,Delayed,
8042,F,Ship,6,2,272,5,low,male,8.0%,1045,Delayed,
8043,A,Ship,3,3,307,5,low,female,3.0%,1578,On Time,
8044,B,Ship,6,1,138,3,low,male,6.0%,1604,Delayed,
8045,C,Ship,5,1,248,5,low,female,8.0%,1810,Delayed,
8046,F,Ship,5,1,307,4,low,male,8.0%,1511,On Time,
8047,D,Ship,6,2,256,4,low,female,6.0%,1507,Delayed,
8048,F,Ship,6,5,301,5,low,male,8.0%,1443,Delayed,
8049,A,Ship,7,3,245,4,medium,female,10.0%,1610,On Time,
8050,B,Ship,2,2,168,2,medium,female,2.0%,1227,On Time,
8051,C,Ship,6,1,295,4,low,male,10.0%,1600,Delayed,
8052,F,Ship,6,4,299,4,low,male,9.0%,1527,Delayed,
8053,D,Ship,6,4,253,4,medium,male,9.0%,1488,Delayed,
8054,F,Ship,7,4,269,4,medium,male,5.0%,1073,Delayed,
8055,A,Ship,5,1,267,5,medium,female,10.0%,1818,Delayed,
8056,B,Ship,3,5,212,3,medium,male,7.0%,4411,On Time,
8057,C,Road,5,3,258,3,medium,female,1.0%,5719,Delayed,
8058,F,Road,4,3,136,3,low,male,6.0%,4911,On Time,
8059,D,Road,3,1,101,2,medium,female,1.0%,5560,Delayed,
8060,F,Road,5,2,191,4,low,female,3.0%,5578,Delayed,
8061,A,Road,5,5,186,4,low,male,3.0%,4287,Delayed,
8062,B,Road,4,4,104,5,low,female,7.0%,5590,Delayed,
8063,C,Road,4,3,201,4,medium,female,3.0%,4797,Delayed,
8064,F,Road,3,2,235,2,medium,female,10.0%,4172,Delayed,
8065,D,Road,4,4,271,6,high,male,3.0%,5204,Delayed,
8066,F,Road,2,3,133,4,low,female,5.0%,5989,On Time,
8067,A,Road,3,1,256,4,low,male,6.0%,4814,On Time,
8068,B,Road,3,1,225,2,low,female,2.0%,4438,On Time,
8069,C,Road,5,3,202,3,low,male,4.0%,4134,On Time,
8070,F,Road,4,4,214,3,medium,female,1.0%,4717,Delayed,
8071,D,Road,6,3,217,6,medium,male,3.0%,4209,Delayed,
8072,F,Road,4,1,241,2,low,male,3.0%,5672,Delayed,
8073,A,Road,2,3,263,3,low,male,10.0%,5997,Delayed,
8074,B,Road,4,2,273,2,low,female,9.0%,4221,Delayed,
8075,C,Road,4,4,199,3,low,female,9.0%,5016,Delayed,
8076,F,Road,4,1,198,4,medium,female,9.0%,5382,Delayed,
8077,D,Road,2,4,101,6,low,female,6.0%,5080,On Time,
8078,F,Road,4,4,155,4,low,female,10.0%,5483,On Time,
8079,A,Flight,2,1,155,2,low,male,2.0%,5661,On Time,
8080,B,Flight,4,3,117,3,medium,female,4.0%,4666,Delayed,
8081,C,Flight,3,2,262,2,low,male,5.0%,5747,On Time,
8082,F,Flight,5,4,142,3,low,female,8.0%,5468,On Time,
8083,D,Flight,4,4,115,3,medium,male,7.0%,4609,Delayed,
8084,F,Flight,4,4,175,3,low,female,6.0%,4600,On Time,
8085,A,Flight,2,5,239,2,low,female,9.0%,5363,On Time,
8086,B,Flight,4,1,171,2,low,male,3.0%,4271,Delayed,
8087,C,Flight,4,4,174,3,low,male,8.0%,4348,Delayed,
8088,F,Flight,4,1,164,3,high,female,1.0%,5492,Delayed,
8089,D,Flight,3,2,262,2,medium,male,4.0%,5738,Delayed,
8090,F,Flight,3,5,262,2,medium,female,7.0%,4422,On Time,
8091,A,Flight,3,1,245,3,low,female,4.0%,5449,Delayed,
8092,B,Flight,3,4,184,3,low,female,2.0%,4875,Delayed,
8093,C,Flight,5,1,231,2,low,male,10.0%,4892,On Time,
8094,F,Flight,5,1,226,4,high,female,2.0%,5600,Delayed,
8095,D,Flight,4,1,211,3,medium,female,2.0%,5851,Delayed,
8096,F,Flight,4,2,266,5,medium,male,3.0%,4578,Delayed,
8097,A,Flight,4,2,216,3,low,male,4.0%,4309,On Time,
8098,B,Flight,4,3,153,3,low,male,5.0%,5743,On Time,
8099,C,Flight,2,2,242,3,high,male,9.0%,4717,Delayed,
8100,F,Flight,5,1,282,5,low,male,6.0%,5182,On Time,
8101,D,Ship,4,1,165,3,medium,female,10.0%,4574,Delayed,
8102,F,Ship,3,1,146,3,medium,male,9.0%,4944,On Time,
8103,A,Ship,5,3,113,3,medium,female,5.0%,4743,Delayed,
8104,B,Ship,3,2,161,3,medium,female,1.0%,5757,Delayed,
8105,C,Ship,2,2,219,2,medium,male,8.0%,4518,Delayed,
8106,F,Ship,4,2,237,2,low,female,1.0%,5261,Delayed,
8107,D,Ship,4,3,246,3,low,male,5.0%,4384,Delayed,
8108,F,Ship,3,4,229,6,medium,female,3.0%,5471,Delayed,
8109,A,Ship,3,3,195,3,low,male,1.0%,4224,Delayed,
8110,B,Ship,4,3,160,2,low,male,5.0%,4522,On Time,
8111,C,Ship,3,5,144,2,medium,male,6.0%,5983,Delayed,
8112,F,Ship,3,3,217,4,medium,female,3.0%,5602,Delayed,
8113,D,Ship,3,4,240,3,high,female,6.0%,4412,Delayed,
8114,F,Ship,3,2,210,3,medium,male,8.0%,4011,Delayed,
8115,A,Ship,4,2,249,3,low,female,9.0%,5459,On Time,
8116,B,Ship,4,1,178,3,high,male,3.0%,5520,On Time,
8117,C,Ship,6,4,224,4,low,female,6.0%,4493,Delayed,
8118,F,Ship,3,1,142,3,medium,female,10.0%,4915,On Time,
8119,D,Ship,4,5,163,2,medium,female,10.0%,5529,On Time,
8120,F,Ship,4,1,261,4,medium,female,10.0%,4632,Delayed,
8121,A,Ship,3,4,151,3,medium,male,5.0%,4767,On Time,
8122,B,Ship,4,2,197,2,medium,male,3.0%,4715,On Time,
8123,C,Ship,6,3,155,2,medium,female,1.0%,4182,On Time,
8124,F,Ship,3,5,152,4,medium,male,2.0%,4809,Delayed,
8125,D,Ship,4,5,275,6,low,male,3.0%,5008,Delayed,
8126,F,Ship,3,1,102,4,medium,female,4.0%,5936,On Time,
8127,A,Ship,4,1,285,2,low,male,4.0%,4401,Delayed,
8128,B,Ship,4,5,248,2,medium,male,10.0%,4366,On Time,
8129,C,Ship,3,4,274,3,low,female,7.0%,5036,On Time,
8130,F,Ship,4,4,104,4,low,male,6.0%,4323,On Time,
8131,D,Ship,5,4,176,3,medium,male,10.0%,5456,Delayed,
8132,F,Ship,5,4,237,3,medium,female,1.0%,4369,Delayed,
8133,A,Ship,4,4,247,2,medium,male,9.0%,5095,Delayed,
8134,B,Ship,5,5,212,5,low,female,6.0%,4463,Delayed,
8135,C,Ship,4,5,226,2,low,male,1.0%,4532,Delayed,
8136,F,Ship,6,2,213,2,medium,female,7.0%,5415,Delayed,
8137,D,Ship,4,3,177,3,low,male,1.0%,5282,Delayed,
8138,F,Ship,4,5,235,4,medium,male,6.0%,4633,On Time,
8139,A,Ship,3,4,263,3,medium,female,2.0%,5741,On Time,
8140,B,Ship,3,3,181,3,low,female,10.0%,5337,Delayed,
8141,C,Ship,3,2,178,2,medium,female,2.0%,4122,Delayed,
8142,F,Ship,3,5,243,3,medium,female,4.0%,4130,On Time,
8143,D,Ship,3,3,230,3,medium,female,2.0%,4742,On Time,
8144,F,Ship,4,3,106,2,medium,female,6.0%,5867,Delayed,
8145,A,Ship,4,5,266,3,medium,female,2.0%,4867,Delayed,
8146,B,Ship,5,2,284,4,low,male,1.0%,4171,On Time,
8147,C,Ship,2,5,233,3,low,male,9.0%,4751,On Time,
8148,F,Ship,3,3,200,3,high,female,2.0%,4777,On Time,
8149,D,Ship,3,2,176,2,medium,female,1.0%,5292,Delayed,
8150,F,Ship,5,1,279,5,medium,male,4.0%,4405,On Time,
8151,A,Ship,3,3,164,3,high,male,9.0%,5070,Delayed,
8152,B,Ship,4,3,163,3,low,female,10.0%,5002,On Time,
8153,C,Ship,4,5,254,3,medium,female,3.0%,4404,Delayed,
8154,F,Ship,5,4,234,3,low,female,2.0%,4269,Delayed,
8155,D,Ship,4,1,191,3,low,female,8.0%,4021,On Time,
8156,F,Ship,3,3,224,3,medium,female,5.0%,4214,On Time,
8157,A,Ship,3,1,250,2,low,female,5.0%,4232,Delayed,
8158,B,Ship,4,5,101,6,medium,male,8.0%,4146,Delayed,
8159,C,Ship,3,2,227,3,medium,male,6.0%,5058,Delayed,
8160,F,Ship,3,1,173,2,medium,female,4.0%,5521,Delayed,
8161,D,Ship,4,3,209,5,medium,male,6.0%,4384,Delayed,
8162,F,Ship,3,5,241,3,low,female,4.0%,4132,Delayed,
8163,A,Ship,5,5,257,3,medium,female,9.0%,5972,Delayed,
8164,B,Ship,5,1,146,3,high,female,3.0%,4345,On Time,
8165,C,Ship,2,3,129,5,medium,male,3.0%,5444,On Time,
8166,F,Ship,3,4,285,3,low,male,9.0%,4768,On Time,
8167,D,Ship,3,1,133,3,low,female,5.0%,5213,On Time,
8168,F,Ship,4,2,185,3,low,male,1.0%,4786,Delayed,
8169,A,Ship,5,5,193,4,medium,male,8.0%,5714,Delayed,
8170,B,Ship,5,4,228,6,medium,male,5.0%,4974,On Time,
8171,C,Ship,3,3,179,2,low,male,5.0%,5058,Delayed,
8172,F,Ship,4,2,224,3,low,female,9.0%,4896,Delayed,
8173,D,Ship,3,2,279,6,medium,male,1.0%,5855,Delayed,
8174,F,Ship,4,2,181,3,medium,male,4.0%,5717,Delayed,
8175,A,Ship,5,5,198,2,medium,male,9.0%,4526,Delayed,
8176,B,Ship,3,5,193,3,medium,female,4.0%,5817,Delayed,
8177,C,Ship,5,4,184,3,low,female,1.0%,4208,On Time,
8178,F,Ship,5,2,139,3,low,male,9.0%,5920,Delayed,
8179,D,Ship,5,3,210,3,low,male,5.0%,4560,On Time,
8180,F,Ship,4,3,225,2,low,male,2.0%,4520,On Time,
8181,A,Ship,3,1,189,2,low,female,5.0%,4738,Delayed,
8182,B,Ship,4,5,164,4,low,female,4.0%,5736,Delayed,
8183,C,Ship,3,5,196,3,low,male,1.0%,5303,On Time,
8184,F,Ship,5,3,246,2,medium,female,1.0%,4533,Delayed,
8185,D,Ship,4,4,188,4,low,female,10.0%,4571,On Time,
8186,F,Ship,3,3,250,2,medium,female,4.0%,4380,Delayed,
8187,A,Ship,4,2,156,4,medium,female,2.0%,5795,On Time,
8188,B,Ship,3,1,218,4,low,male,6.0%,5480,On Time,
8189,C,Ship,5,5,172,2,low,male,5.0%,5791,Delayed,
8190,F,Ship,3,1,259,2,low,female,3.0%,4380,Delayed,
8191,D,Ship,3,3,231,3,medium,female,9.0%,4623,On Time,
8192,F,Ship,5,2,224,3,high,male,4.0%,4271,Delayed,
8193,A,Ship,4,5,201,3,low,male,7.0%,4048,Delayed,
8194,B,Road,4,2,189,2,medium,male,5.0%,4374,Delayed,
8195,C,Road,5,4,265,3,medium,male,10.0%,4565,Delayed,
8196,F,Road,3,5,147,3,medium,male,5.0%,5357,On Time,
8197,D,Road,4,4,195,3,low,female,6.0%,5783,Delayed,
8198,F,Road,4,5,216,3,medium,female,7.0%,5891,Delayed,
8199,A,Road,4,2,148,2,low,male,5.0%,4031,Delayed,
8200,B,Road,5,4,180,4,medium,female,7.0%,4200,On Time,
8201,C,Road,3,3,169,3,low,female,7.0%,5976,Delayed,
8202,F,Road,3,4,200,3,low,female,7.0%,5400,Delayed,
8203,D,Road,3,3,255,2,low,female,10.0%,5632,Delayed,
8204,F,Road,4,3,238,2,low,female,1.0%,4051,Delayed,
8205,A,Road,3,4,163,3,medium,male,5.0%,5088,On Time,
8206,B,Road,4,5,177,3,medium,male,7.0%,4031,On Time,
8207,C,Road,4,5,206,3,medium,male,5.0%,5785,On Time,
8208,F,Road,3,4,175,3,low,female,2.0%,5272,Delayed,
8209,D,Road,5,5,247,2,medium,male,5.0%,4250,Delayed,
8210,F,Road,4,3,152,4,medium,female,4.0%,5809,Delayed,
8211,A,Road,4,4,162,3,low,female,8.0%,5394,Delayed,
8212,B,Road,3,4,206,3,medium,female,5.0%,5915,Delayed,
8213,C,Road,3,4,186,4,low,female,6.0%,5540,Delayed,
8214,F,Road,4,5,179,3,low,female,4.0%,4487,Delayed,
8215,D,Road,3,5,172,3,medium,female,7.0%,4929,Delayed,
8216,F,Flight,3,3,158,2,medium,male,7.0%,4865,Delayed,
8217,A,Flight,6,5,143,5,high,male,9.0%,4060,Delayed,
8218,B,Flight,5,3,171,3,medium,female,7.0%,4994,Delayed,
8219,C,Flight,4,2,175,3,high,male,4.0%,4426,Delayed,
8220,F,Flight,4,5,173,3,medium,female,8.0%,4040,On Time,
8221,D,Flight,4,4,268,3,medium,male,10.0%,4531,Delayed,
8222,F,Flight,4,5,232,3,low,female,8.0%,5923,Delayed,
8223,A,Flight,4,2,203,4,medium,female,9.0%,4217,Delayed,
8224,B,Flight,3,4,140,3,low,male,3.0%,5300,Delayed,
8225,C,Flight,3,4,138,3,medium,female,10.0%,4327,On Time,
8226,F,Flight,5,1,262,3,medium,male,9.0%,5146,Delayed,
8227,D,Flight,4,1,245,3,low,female,9.0%,4024,On Time,
8228,F,Flight,3,4,224,3,low,female,10.0%,4806,On Time,
8229,A,Flight,3,4,186,2,low,female,4.0%,4585,Delayed,
8230,B,Flight,4,2,282,4,medium,male,5.0%,5422,On Time,
8231,C,Flight,5,1,266,3,low,male,8.0%,4786,On Time,
8232,F,Flight,4,2,256,4,low,female,7.0%,5571,Delayed,
8233,D,Flight,3,3,155,3,medium,female,7.0%,5464,Delayed,
8234,F,Flight,2,4,142,3,high,male,2.0%,5700,Delayed,
8235,A,Flight,6,3,229,8,medium,male,6.0%,4600,Delayed,
8236,B,Flight,4,3,211,8,medium,female,6.0%,5583,Delayed,
8237,C,Flight,5,1,264,6,high,female,4.0%,5337,Delayed,
8238,F,Ship,6,1,217,4,medium,male,3.0%,5571,Delayed,
8239,D,Ship,5,3,145,3,low,male,3.0%,4077,On Time,
8240,F,Ship,3,2,185,4,low,male,6.0%,5854,Delayed,
8241,A,Ship,4,4,221,10,high,male,6.0%,5582,On Time,
8242,B,Ship,4,5,208,3,low,female,8.0%,4632,Delayed,
8243,C,Ship,4,5,260,2,medium,male,2.0%,5368,Delayed,
8244,F,Ship,4,4,177,7,low,female,3.0%,5646,On Time,
8245,D,Ship,4,1,144,4,low,female,10.0%,4175,Delayed,
8246,F,Ship,3,5,174,2,low,female,4.0%,5692,Delayed,
8247,A,Ship,3,2,215,4,high,male,1.0%,4158,Delayed,
8248,B,Ship,4,5,270,10,medium,male,9.0%,5085,On Time,
8249,C,Ship,3,4,209,2,high,male,10.0%,4540,Delayed,
8250,F,Ship,5,1,103,5,low,female,10.0%,5413,On Time,
8251,D,Ship,5,1,184,3,low,female,10.0%,4674,On Time,
8252,F,Ship,5,3,226,2,high,female,6.0%,5033,Delayed,
8253,A,Ship,5,2,158,3,low,male,4.0%,4324,Delayed,
8254,B,Ship,3,2,274,2,high,male,2.0%,5029,Delayed,
8255,C,Ship,3,4,245,3,medium,female,7.0%,5429,Delayed,
8256,F,Ship,5,3,254,6,low,male,8.0%,1932,Delayed,
8257,D,Ship,5,3,252,5,low,male,2.0%,1312,On Time,
8258,F,Ship,6,4,254,4,low,male,2.0%,1174,Delayed,
8259,A,Ship,4,3,263,5,low,female,10.0%,1762,Delayed,
8260,B,Ship,5,1,256,5,low,female,5.0%,1970,Delayed,
8261,C,Ship,6,5,264,4,medium,female,9.0%,1922,On Time,
8262,F,Ship,4,2,237,5,low,male,6.0%,1734,On Time,
8263,D,Ship,4,1,226,5,medium,female,2.0%,1912,Delayed,
8264,F,Ship,7,1,289,4,low,female,4.0%,1543,On Time,
8265,A,Ship,7,1,281,4,low,female,9.0%,1235,Delayed,
8266,B,Ship,5,5,258,5,low,male,6.0%,1068,On Time,
8267,C,Ship,6,4,263,4,low,male,3.0%,1276,Delayed,
8268,F,Ship,5,3,245,5,low,female,1.0%,1605,Delayed,
8269,D,Ship,7,3,296,4,medium,female,7.0%,1427,Delayed,
8270,F,Ship,7,4,286,4,low,male,3.0%,1262,On Time,
8271,A,Ship,6,3,252,2,low,male,6.0%,1470,On Time,
8272,B,Ship,6,5,301,4,low,female,4.0%,1707,On Time,
8273,C,Ship,7,4,290,4,low,female,10.0%,1886,On Time,
8274,F,Ship,7,2,247,4,medium,female,9.0%,1096,On Time,
8275,D,Ship,3,1,138,3,medium,female,2.0%,4766,On Time,
8276,F,Ship,5,4,262,3,medium,female,6.0%,4428,Delayed,
8277,A,Ship,4,2,245,3,low,female,5.0%,5226,Delayed,
8278,B,Ship,3,1,224,3,low,female,1.0%,4862,On Time,
8279,C,Ship,3,1,186,2,low,female,1.0%,5054,On Time,
8280,F,Ship,4,1,282,4,medium,male,10.0%,5065,Delayed,
8281,D,Ship,5,4,266,3,low,male,2.0%,5260,On Time,
8282,F,Ship,4,5,256,4,low,female,8.0%,5244,On Time,
8283,A,Ship,3,1,155,3,medium,female,7.0%,5709,Delayed,
8284,B,Ship,2,5,142,3,high,male,10.0%,5174,Delayed,
8285,C,Ship,6,5,229,8,medium,female,2.0%,4271,On Time,
8286,F,Ship,4,3,211,8,medium,female,3.0%,4550,Delayed,
8287,D,Ship,5,5,264,6,high,male,8.0%,4644,On Time,
8288,F,Ship,6,4,217,4,medium,female,4.0%,4247,On Time,
8289,A,Ship,5,4,145,3,low,male,2.0%,4492,On Time,
8290,B,Ship,3,5,185,4,low,male,9.0%,5704,Delayed,
8291,C,Ship,4,5,221,10,high,male,9.0%,4646,Delayed,
8292,F,Ship,4,2,208,3,low,male,8.0%,4342,Delayed,
8293,D,Ship,4,4,260,2,medium,male,6.0%,4474,Delayed,
8294,F,Ship,4,5,177,7,low,female,2.0%,4299,Delayed,
8295,A,Ship,4,1,144,4,low,male,8.0%,4970,Delayed,
8296,B,Ship,3,3,174,2,low,female,1.0%,5556,Delayed,
8297,C,Ship,3,2,215,4,high,male,2.0%,4673,On Time,
8298,F,Ship,4,1,270,10,medium,female,5.0%,5494,On Time,
8299,D,Ship,3,4,209,2,high,female,5.0%,4363,Delayed,
8300,F,Ship,5,1,103,5,low,male,3.0%,4966,Delayed,
8301,A,Ship,5,2,184,3,low,female,4.0%,4552,Delayed,
8302,B,Ship,5,3,226,2,high,female,2.0%,4219,Delayed,
8303,C,Ship,5,4,158,3,low,female,10.0%,4670,On Time,
8304,F,Ship,3,1,274,2,high,male,2.0%,4352,Delayed,
8305,D,Ship,3,2,245,3,medium,female,7.0%,4121,Delayed,
8306,F,Ship,5,4,254,6,low,male,4.0%,1850,On Time,
8307,A,Ship,5,4,252,5,low,male,9.0%,1133,On Time,
8308,B,Ship,6,2,254,4,low,female,9.0%,1626,Delayed,
8309,C,Ship,4,1,263,5,low,male,3.0%,1777,Delayed,
8310,F,Ship,5,5,256,5,low,female,10.0%,1333,On Time,
8311,D,Ship,6,3,264,4,medium,male,5.0%,1397,Delayed,
8312,F,Ship,4,1,237,5,low,female,5.0%,1041,Delayed,
8313,A,Ship,4,1,226,5,medium,male,6.0%,1723,Delayed,
8314,B,Ship,7,4,289,4,low,male,1.0%,1657,Delayed,
8315,C,Ship,7,2,281,4,low,female,6.0%,1118,On Time,
8316,F,Ship,5,5,258,5,low,female,10.0%,1719,On Time,
8317,D,Ship,6,5,263,4,low,male,10.0%,1669,Delayed,
8318,F,Ship,5,3,245,5,low,female,10.0%,1112,Delayed,
8319,A,Ship,7,3,296,4,medium,female,2.0%,1304,On Time,
8320,B,Ship,7,3,286,4,low,male,2.0%,1712,On Time,
8321,C,Ship,6,5,299,4,low,female,1.0%,1629,On Time,
8322,F,Ship,6,4,253,4,medium,male,10.0%,1248,Delayed,
8323,D,Ship,7,5,269,4,medium,female,9.0%,1835,Delayed,
8324,F,Ship,5,1,267,5,medium,female,3.0%,1194,On Time,
8325,A,Ship,5,4,226,5,medium,female,4.0%,1518,Delayed,
8326,B,Ship,6,4,278,4,low,male,3.0%,1141,On Time,
8327,C,Ship,4,4,232,5,medium,male,2.0%,1386,Delayed,
8328,F,Ship,6,4,287,4,low,female,5.0%,1972,On Time,
8329,D,Ship,4,2,228,5,low,male,6.0%,1718,Delayed,
8330,F,Ship,5,1,232,5,low,male,4.0%,1776,Delayed,
8331,A,Road,6,5,308,4,low,male,8.0%,1569,On Time,
8332,B,Road,7,5,287,4,low,female,8.0%,1748,Delayed,
8333,C,Road,6,3,246,4,medium,female,8.0%,1741,Delayed,
8334,F,Road,4,1,262,6,low,male,1.0%,1627,On Time,
8335,D,Road,6,4,275,4,low,male,10.0%,1005,Delayed,
8336,F,Road,5,4,236,5,medium,female,2.0%,1664,On Time,
8337,A,Road,5,2,221,6,medium,male,2.0%,1781,On Time,
8338,B,Road,5,4,271,5,low,male,4.0%,1320,Delayed,
8339,C,Road,4,4,229,5,low,male,9.0%,1361,Delayed,
8340,F,Road,5,1,291,4,low,female,3.0%,1663,On Time,
8341,D,Road,5,5,261,6,medium,female,1.0%,1082,Delayed,
8342,F,Road,6,4,285,4,medium,female,10.0%,1422,Delayed,
8343,A,Road,6,4,262,5,low,male,9.0%,1369,Delayed,
8344,B,Road,4,5,219,5,low,male,2.0%,1260,Delayed,
8345,C,Road,6,1,302,4,low,female,1.0%,1622,On Time,
8346,F,Road,4,4,269,5,medium,female,2.0%,1473,Delayed,
8347,D,Road,5,4,260,5,low,male,10.0%,1708,On Time,
8348,F,Road,7,2,297,4,low,female,7.0%,1383,On Time,
8349,A,Road,6,1,278,4,medium,male,6.0%,1576,Delayed,
8350,B,Road,5,3,265,5,low,female,3.0%,1005,On Time,
8351,C,Road,6,2,286,4,low,female,5.0%,1248,On Time,
8352,F,Road,6,2,248,4,low,female,10.0%,1563,On Time,
8353,D,Flight,6,5,302,4,low,female,7.0%,1592,Delayed,
8354,F,Flight,6,1,272,4,low,female,2.0%,1018,Delayed,
8355,A,Flight,6,4,279,4,low,female,10.0%,1462,On Time,
8356,B,Flight,4,2,255,5,medium,male,2.0%,1255,Delayed,
8357,C,Flight,5,4,245,5,medium,female,4.0%,1771,On Time,
8358,F,Flight,4,5,247,5,medium,male,6.0%,1737,Delayed,
8359,D,Flight,6,4,275,4,medium,female,5.0%,1989,Delayed,
8360,F,Flight,6,3,255,4,medium,female,8.0%,1805,Delayed,
8361,A,Flight,6,2,243,4,high,male,2.0%,1665,On Time,
8362,B,Flight,4,1,234,6,low,male,7.0%,1711,Delayed,
8363,C,Flight,5,2,276,6,medium,female,6.0%,1043,Delayed,
8364,F,Flight,5,1,228,5,low,female,7.0%,1818,Delayed,
8365,D,Flight,5,5,232,6,low,male,2.0%,1550,On Time,
8366,F,Flight,5,1,248,4,low,female,6.0%,1944,On Time,
8367,A,Flight,5,4,136,4,low,male,9.0%,5469,Delayed,
8368,B,Flight,4,3,240,3,low,female,8.0%,4423,Delayed,
8369,C,Flight,4,4,147,3,medium,male,9.0%,4534,On Time,
8370,F,Flight,4,1,222,2,low,female,10.0%,4714,On Time,
8371,D,Flight,3,3,163,3,medium,male,5.0%,5362,Delayed,
8372,F,Flight,5,4,254,3,low,female,4.0%,5611,On Time,
8373,A,Flight,4,2,246,3,medium,male,1.0%,5113,Delayed,
8374,B,Flight,2,1,168,4,low,male,6.0%,4800,Delayed,
8375,C,Ship,4,1,145,3,medium,male,8.0%,4915,Delayed,
8376,F,Ship,5,2,224,2,medium,male,8.0%,4047,On Time,
8377,D,Ship,4,5,248,4,low,female,2.0%,4427,Delayed,
8378,F,Ship,3,3,212,2,low,male,2.0%,5125,Delayed,
8379,A,Ship,5,5,268,3,low,female,8.0%,5480,Delayed,
8380,B,Ship,4,1,200,3,medium,female,5.0%,4120,On Time,
8381,C,Ship,5,2,246,3,low,female,9.0%,5795,Delayed,
8382,F,Ship,4,3,142,3,medium,male,1.0%,4900,Delayed,
8383,D,Ship,4,3,173,4,low,male,9.0%,5672,Delayed,
8384,F,Ship,5,3,156,4,medium,female,8.0%,5868,Delayed,
8385,A,Ship,3,1,223,2,low,male,8.0%,5719,On Time,
8386,B,Ship,4,5,231,3,low,female,4.0%,5174,On Time,
8387,C,Ship,2,4,264,3,low,female,1.0%,5437,On Time,
8388,F,Ship,4,4,175,5,low,male,10.0%,4498,On Time,
8389,D,Ship,2,4,149,5,medium,female,7.0%,5541,Delayed,
8390,F,Ship,3,1,226,2,low,male,7.0%,4703,Delayed,
8391,A,Ship,3,1,133,3,medium,female,5.0%,4538,Delayed,
8392,B,Ship,5,2,190,2,low,male,1.0%,5005,Delayed,
8393,C,Ship,3,5,238,2,high,male,5.0%,4052,Delayed,
8394,F,Ship,6,4,152,3,low,male,10.0%,4376,On Time,
8395,D,Ship,3,4,249,3,high,female,10.0%,5629,On Time,
8396,F,Ship,4,3,181,2,low,female,4.0%,5622,On Time,
8397,A,Ship,3,3,239,2,medium,female,2.0%,5625,Delayed,
8398,B,Ship,3,1,167,3,medium,male,10.0%,4341,On Time,
8399,C,Ship,3,5,246,3,medium,male,1.0%,5650,On Time,
8400,F,Ship,5,1,139,3,medium,female,1.0%,5953,On Time,
8401,D,Ship,5,1,150,4,low,female,1.0%,5098,Delayed,
8402,F,Ship,3,3,151,3,medium,female,1.0%,5297,Delayed,
8403,A,Ship,4,1,186,3,low,female,6.0%,4758,Delayed,
8404,B,Ship,3,4,250,3,low,male,6.0%,5565,Delayed,
8405,C,Ship,4,1,162,3,medium,male,6.0%,4343,On Time,
8406,F,Ship,5,3,135,3,medium,female,5.0%,4484,Delayed,
8407,D,Ship,3,1,238,2,medium,male,5.0%,4355,On Time,
8408,F,Ship,6,5,167,2,low,male,10.0%,4013,On Time,
8409,A,Ship,4,1,269,5,medium,male,3.0%,4534,On Time,
8410,B,Ship,4,2,187,2,medium,male,7.0%,4470,On Time,
8411,C,Ship,3,3,241,2,high,male,2.0%,4836,On Time,
8412,F,Ship,3,2,168,3,medium,male,10.0%,4979,On Time,
8413,D,Ship,4,4,273,2,low,male,1.0%,5759,On Time,
8414,F,Ship,4,3,257,3,low,male,8.0%,4447,On Time,
8415,A,Ship,5,1,205,2,low,female,3.0%,5682,On Time,
8416,B,Ship,4,1,260,5,low,male,1.0%,5559,On Time,
